data15_13TeV 13TeV, 280673, 1382973146
data16_13TeV 13TeV, 310473, 634164736
data16_13TeV 13TeV, 304494, 689213185
data16_13TeV 13TeV, 300655, 996679474
data16_13TeV 13TeV, 310738, 1343206299
data16_13TeV 13TeV, 311287, 1520598489
data16_13TeV 13TeV, 304178, 1594655569
data16_13TeV 13TeV, 305618, 1834174051
data16_13TeV 13TeV, 302053, 1949966353
data16_13TeV 13TeV, 304008, 1953292497
data16_13TeV 13TeV, 306278, 2088396684
data16_13TeV 13TeV, 303338, 2362445226
data16_13TeV 13TeV, 309759, 2599112663
data16_13TeV 13TeV, 303499, 3299080424
data16_13TeV 13TeV, 302053, 3307758142
data16_13TeV 13TeV, 310249, 3350548384
data16_13TeV 13TeV, 303892, 5068951074
data17_13TeV 13TeV, 332304, 19398877
data17_13TeV 13TeV, 337335, 481060941
data17_13TeV 13TeV, 336852, 511107661
data17_13TeV 13TeV, 336506, 537133290
data17_13TeV 13TeV, 339849, 624676562
data17_13TeV 13TeV, 338712, 761589160
data17_13TeV 13TeV, 330294, 892856713
data17_13TeV 13TeV, 335170, 924387985
data17_13TeV 13TeV, 338263, 947030758
data17_13TeV 13TeV, 337156, 1086262672
data17_13TeV 13TeV, 334779, 1148803657
data17_13TeV 13TeV, 338480, 1163173097
data17_13TeV 13TeV, 327636, 1165562299
data17_13TeV 13TeV, 333979, 1227433585
data17_13TeV 13TeV, 339849, 1369448591
data17_13TeV 13TeV, 338263, 1536967577
data17_13TeV 13TeV, 337451, 1565924746
data17_13TeV 13TeV, 338846, 1698942844
data17_13TeV 13TeV, 340030, 1703729302
data17_13TeV 13TeV, 331804, 1752658961
data17_13TeV 13TeV, 329869, 1854045093
data17_13TeV 13TeV, 339037, 2002292844
data17_13TeV 13TeV, 338987, 2756505298
data17_13TeV 13TeV, 338220, 2945094405
data17_13TeV 13TeV, 327490, 3443149782
data18_13TeV 13TeV, 352436, 137470712
data18_13TeV 13TeV, 355261, 224451019
data18_13TeV 13TeV, 352274, 445279417
data18_13TeV 13TeV, 358333, 707217715
data18_13TeV 13TeV, 358096, 873962558
data18_13TeV 13TeV, 359058, 898909511
data18_13TeV 13TeV, 349451, 971438209
data18_13TeV 13TeV, 356077, 977121047
data18_13TeV 13TeV, 349169, 1238973759
data18_13TeV 13TeV, 357539, 1291791969
data18_13TeV 13TeV, 349498, 1366728174
data18_13TeV 13TeV, 363979, 1402567049
data18_13TeV 13TeV, 362619, 1416644658
data18_13TeV 13TeV, 357679, 1445836829
data18_13TeV 13TeV, 359872, 1467111945
data18_13TeV 13TeV, 358656, 1604413052
data18_13TeV 13TeV, 350842, 1605351265
data18_13TeV 13TeV, 350440, 1633547770
data18_13TeV 13TeV, 363979, 1725170747
data18_13TeV 13TeV, 358516, 1742395532
data18_13TeV 13TeV, 359766, 1770903864
data18_13TeV 13TeV, 356259, 1799959202
data18_13TeV 13TeV, 351671, 1800709242
data18_13TeV 13TeV, 350880, 1802077293
data18_13TeV 13TeV, 357713, 1907313715
data18_13TeV 13TeV, 362345, 1963250290
data18_13TeV 13TeV, 350013, 2229396037
data18_13TeV 13TeV, 361795, 2299611252
data18_13TeV 13TeV, 359124, 2332415167
data18_13TeV 13TeV, 355754, 2427839869
data18_13TeV 13TeV, 352340, 2477212044
data18_13TeV 13TeV, 362661, 2503275291
data18_13TeV 13TeV, 351364, 2535851264
data18_13TeV 13TeV, 360129, 2564215713
data18_13TeV 13TeV, 359191, 2699163780
data18_13TeV 13TeV, 352448, 2909059607
